source_name,source_lat,source_lng,dest_name,dest_lat,dest_lng,pickup_time,hour,day_of_week,month,ride_type,num_riders,distance_km,duration_minutes,is_weekend,is_rush_hour
Akshardham Temple,28.6127,77.2773,ITS Engineering College,28.6763,77.3823,2023-08-03 23:22:00,23,3,8,private,1,12.45,34.5,0,0
Connaught Place,28.6315,77.2167,India Gate,28.6129,77.2295,2023-10-16 05:43:00,5,0,10,private,1,2.42,8.9,0,0
DTU,28.7495,77.1184,IIT Delhi,28.5456,77.1924,2023-04-12 13:41:00,13,2,4,shared,1,23.79,66.7,0,0
Select Citywalk,28.5289,77.2195,Connaught Place,28.6315,77.2167,2023-05-07 08:25:00,8,6,5,shared,3,11.41,32.7,1,1
Qutub Minar,28.5245,77.1855,Connaught Place,28.6315,77.2167,2023-07-25 05:07:00,5,1,7,shared,1,12.28,26.7,0,0
Greater Kailash,28.5562,77.2249,IMS Ghaziabad,28.67,77.4382,2023-01-03 17:28:00,17,1,1,shared,4,24.36,116.8,0,1
Amity University,28.5445,77.3325,IMS Ghaziabad,28.67,77.4382,2023-03-08 20:14:00,20,2,3,private,1,17.36,53.4,0,0
Select Citywalk,28.5289,77.2195,Connaught Place,28.6315,77.2167,2023-03-29 10:02:00,10,2,3,private,1,11.41,40.5,0,0
Red Fort,28.6562,77.241,Galgotias University,28.4507,77.4908,2023-07-17 11:01:00,11,0,7,private,1,33.43,120.8,0,0
Cyber Hub,28.4946,77.0893,DTU,28.7495,77.1184,2023-11-21 02:01:00,2,1,11,private,1,28.49,78.3,0,0
Red Fort,28.6562,77.241,Select Citywalk,28.5289,77.2195,2023-07-02 07:54:00,7,6,7,shared,1,14.31,29.4,1,0
Amity University,28.5445,77.3325,DLF Mall of India,28.5671,77.3263,2023-09-22 07:09:00,7,4,9,shared,1,2.58,13.8,0,0
JNU,28.5399,77.1674,NSIT,28.6091,77.0378,2023-06-08 20:05:00,20,3,6,private,1,14.81,44.0,0,0
Akshardham Temple,28.6127,77.2773,Select Citywalk,28.5289,77.2195,2023-10-12 13:19:00,13,3,10,shared,1,10.89,29.7,0,0
KIET Group of Institutions,28.753,77.4973,Red Fort,28.6562,77.241,2023-01-08 16:49:00,16,6,1,shared,2,27.22,81.9,1,0
Lotus Temple,28.5535,77.2588,Greater Kailash,28.5562,77.2249,2023-11-10 20:36:00,20,4,11,private,1,3.32,20.6,0,0
Qutub Minar,28.5245,77.1855,Jaypee Institute,28.5244,77.3656,2023-06-18 17:00:00,17,6,6,private,1,17.6,69.5,1,1
Amity University,28.5445,77.3325,Akshardham Temple,28.6127,77.2773,2023-10-15 08:38:00,8,6,10,private,1,9.3,26.7,1,1
Select Citywalk,28.5289,77.2195,Akshardham Temple,28.6127,77.2773,2023-11-16 18:16:00,18,3,11,shared,4,10.89,48.6,0,1
KIET Group of Institutions,28.753,77.4973,Delhi University,28.6891,77.2087,2023-10-16 02:34:00,2,0,10,private,1,29.03,72.0,0,0
ABES Engineering College,28.6324,77.449,Noida International University,28.3965,77.5007,2023-06-18 15:01:00,15,6,6,private,1,26.71,59.6,1,0
KIET Group of Institutions,28.753,77.4973,Hindu College of Engineering,28.6764,77.5043,2023-01-20 13:59:00,13,4,1,shared,1,8.54,29.0,0,0
ABES Engineering College,28.6324,77.449,Connaught Place,28.6315,77.2167,2023-08-19 07:13:00,7,5,8,shared,2,22.67,47.9,1,0
Galgotias University,28.4507,77.4908,Connaught Place,28.6315,77.2167,2023-12-11 00:50:00,0,0,12,shared,2,33.48,92.9,0,0
IIT Delhi,28.5456,77.1924,DLF Mall of India,28.5671,77.3263,2023-04-18 06:53:00,6,1,4,shared,4,13.29,30.1,0,0
Hindu College of Engineering,28.6764,77.5043,ITS Engineering College,28.6763,77.3823,2023-06-19 03:27:00,3,0,6,private,1,11.9,27.1,0,0
Shiv Nadar University,28.5266,77.5757,Lotus Temple,28.5535,77.2588,2023-07-18 04:40:00,4,1,7,private,1,31.1,58.9,0,0
IMS Ghaziabad,28.67,77.4382,NSIT,28.6091,77.0378,2023-06-13 02:35:00,2,1,6,private,1,39.66,78.4,0,0
Jaypee Institute,28.5244,77.3656,Cyber Hub,28.4946,77.0893,2023-01-23 10:39:00,10,0,1,shared,4,27.2,86.5,0,0
India Gate,28.6129,77.2295,Galgotias University,28.4507,77.4908,2023-02-25 06:27:00,6,5,2,shared,4,31.26,84.5,1,0
Jaypee Institute,28.5244,77.3656,DLF Mall of India,28.5671,77.3263,2023-02-16 18:20:00,18,3,2,shared,3,6.11,46.5,0,1
JNU,28.5399,77.1674,Noida International University,28.3965,77.5007,2023-10-05 17:16:00,17,3,10,shared,2,36.27,151.8,0,1
NSIT,28.6091,77.0378,Jaypee Institute,28.5244,77.3656,2023-07-23 21:27:00,21,6,7,private,1,33.37,66.3,1,0
ITS Engineering College,28.6763,77.3823,IMS Ghaziabad,28.67,77.4382,2023-01-28 21:02:00,21,5,1,shared,2,5.5,21.5,1,0
Select Citywalk,28.5289,77.2195,Galgotias University,28.4507,77.4908,2023-01-11 20:08:00,20,2,1,private,1,27.9,87.3,0,0
Amity University,28.5445,77.3325,India Gate,28.6129,77.2295,2023-04-19 23:07:00,23,2,4,private,1,12.61,35.2,0,0
Cyber Hub,28.4946,77.0893,India Gate,28.6129,77.2295,2023-06-10 16:01:00,16,5,6,shared,2,18.99,63.7,1,0
Lotus Temple,28.5535,77.2588,Hindu College of Engineering,28.6764,77.5043,2023-08-04 18:04:00,18,4,8,shared,4,27.59,103.2,0,1
Delhi University,28.6891,77.2087,Lotus Temple,28.5535,77.2588,2023-10-28 16:06:00,16,5,10,shared,2,15.85,61.6,1,0
Hindu College of Engineering,28.6764,77.5043,DLF Mall of India,28.5671,77.3263,2023-04-27 20:18:00,20,3,4,private,1,21.2,66.0,0,0
NSIT,28.6091,77.0378,Greater Kailash,28.5562,77.2249,2023-03-09 03:59:00,3,3,3,private,1,19.19,48.8,0,0
Galgotias University,28.4507,77.4908,Hindu College of Engineering,28.6764,77.5043,2023-02-28 19:23:00,19,1,2,private,1,25.13,103.7,0,1
India Gate,28.6129,77.2295,Galgotias University,28.4507,77.4908,2023-04-20 02:13:00,2,3,4,private,1,31.26,87.7,0,0
Cyber Hub,28.4946,77.0893,KIET Group of Institutions,28.753,77.4973,2023-10-23 07:00:00,7,0,10,shared,3,49.11,120.0,0,0
Lotus Temple,28.5535,77.2588,DLF Mall of India,28.5671,77.3263,2023-03-10 13:11:00,13,4,3,private,1,6.76,30.0,0,0
Lotus Temple,28.5535,77.2588,Select Citywalk,28.5289,77.2195,2023-02-11 01:23:00,1,5,2,shared,2,4.71,23.1,1,0
Connaught Place,28.6315,77.2167,Delhi University,28.6891,77.2087,2023-02-01 11:04:00,11,2,2,shared,4,6.45,24.4,0,0
Hindu College of Engineering,28.6764,77.5043,DTU,28.7495,77.1184,2023-11-21 14:40:00,14,1,11,private,1,38.5,97.0,0,0
Red Fort,28.6562,77.241,Akshardham Temple,28.6127,77.2773,2023-08-12 11:24:00,11,5,8,private,1,6.0,24.7,1,0
IMS Ghaziabad,28.67,77.4382,JNU,28.5399,77.1674,2023-06-18 00:44:00,0,6,6,private,1,30.14,78.8,1,0
ABES Engineering College,28.6324,77.449,IIT Delhi,28.5456,77.1924,2023-02-25 10:23:00,10,5,2,private,1,26.85,81.6,1,0
ABES Engineering College,28.6324,77.449,NSIT,28.6091,77.0378,2023-07-06 17:02:00,17,3,7,shared,3,40.22,159.5,0,1
IIT Delhi,28.5456,77.1924,Select Citywalk,28.5289,77.2195,2023-05-18 04:13:00,4,3,5,private,1,3.23,11.8,0,0
ABES Engineering College,28.6324,77.449,Hindu College of Engineering,28.6764,77.5043,2023-03-14 05:01:00,5,1,3,private,1,7.28,18.9,0,0
Lotus Temple,28.5535,77.2588,Akshardham Temple,28.6127,77.2773,2023-09-03 20:37:00,20,6,9,private,1,6.83,18.2,1,0
NSIT,28.6091,77.0378,IIT Delhi,28.5456,77.1924,2023-08-27 15:41:00,15,6,8,shared,2,16.67,49.5,1,0
IMS Ghaziabad,28.67,77.4382,Hindu College of Engineering,28.6764,77.5043,2023-05-01 22:45:00,22,0,5,shared,3,6.49,19.6,0,0
NSIT,28.6091,77.0378,Amity University,28.5445,77.3325,2023-05-01 10:04:00,10,0,5,private,1,29.66,96.3,0,0
Red Fort,28.6562,77.241,Select Citywalk,28.5289,77.2195,2023-11-09 16:20:00,16,3,11,shared,2,14.31,40.3,0,0
IIT Delhi,28.5456,77.1924,NSIT,28.6091,77.0378,2023-02-18 16:27:00,16,5,2,private,1,16.67,45.0,1,0
Qutub Minar,28.5245,77.1855,Hindu College of Engineering,28.6764,77.5043,2023-01-27 12:59:00,12,4,1,private,1,35.41,111.2,0,0
Red Fort,28.6562,77.241,ABES Engineering College,28.6324,77.449,2023-07-07 16:34:00,16,4,7,shared,3,20.47,57.8,0,0
JNU,28.5399,77.1674,IIT Delhi,28.5456,77.1924,2023-05-16 16:08:00,16,1,5,private,1,2.52,17.7,0,0
Select Citywalk,28.5289,77.2195,Cyber Hub,28.4946,77.0893,2023-09-16 15:32:00,15,5,9,shared,1,13.28,41.2,1,0
Connaught Place,28.6315,77.2167,KIET Group of Institutions,28.753,77.4973,2023-03-02 11:01:00,11,3,3,private,1,30.52,79.5,0,0
Shiv Nadar University,28.5266,77.5757,Connaught Place,28.6315,77.2167,2023-08-10 01:52:00,1,3,8,shared,4,36.94,76.2,0,0
Cyber Hub,28.4946,77.0893,Galgotias University,28.4507,77.4908,2023-05-11 06:57:00,6,3,5,private,1,39.55,106.9,0,0
Connaught Place,28.6315,77.2167,NSIT,28.6091,77.0378,2023-05-27 09:58:00,9,5,5,private,1,17.64,38.9,1,1
Akshardham Temple,28.6127,77.2773,Select Citywalk,28.5289,77.2195,2023-10-04 16:59:00,16,2,10,shared,4,10.89,29.3,0,0
Amity University,28.5445,77.3325,NSIT,28.6091,77.0378,2023-06-05 11:50:00,11,0,6,private,1,29.66,83.9,0,0
NSIT,28.6091,77.0378,Select Citywalk,28.5289,77.2195,2023-09-11 15:46:00,15,0,9,private,1,19.86,56.7,0,0
Qutub Minar,28.5245,77.1855,Delhi University,28.6891,77.2087,2023-06-21 22:45:00,22,2,6,private,1,18.44,49.0,0,0
Akshardham Temple,28.6127,77.2773,Noida International University,28.3965,77.5007,2023-06-26 09:54:00,9,0,6,private,1,32.47,133.0,0,1
Amity University,28.5445,77.3325,Galgotias University,28.4507,77.4908,2023-03-11 23:00:00,23,5,3,private,1,18.66,39.0,1,0
IIT Delhi,28.5456,77.1924,India Gate,28.6129,77.2295,2023-07-14 03:52:00,3,4,7,private,1,8.31,23.0,0,0
ABES Engineering College,28.6324,77.449,Connaught Place,28.6315,77.2167,2023-06-27 17:17:00,17,1,6,private,1,22.67,90.4,0,1
Amity University,28.5445,77.3325,Red Fort,28.6562,77.241,2023-01-15 07:00:00,7,6,1,private,1,15.3,38.2,1,0
Qutub Minar,28.5245,77.1855,Hindu College of Engineering,28.6764,77.5043,2023-11-19 06:00:00,6,6,11,private,1,35.41,86.7,1,0
Amity University,28.5445,77.3325,ITS Engineering College,28.6763,77.3823,2023-12-16 11:36:00,11,5,12,private,1,15.44,68.7,1,0
Connaught Place,28.6315,77.2167,IMS Ghaziabad,28.67,77.4382,2023-07-29 17:38:00,17,5,7,shared,4,22.03,81.7,1,1
Delhi University,28.6891,77.2087,Lotus Temple,28.5535,77.2588,2023-01-01 19:39:00,19,6,1,private,1,15.85,60.4,1,1
IIT Delhi,28.5456,77.1924,Greater Kailash,28.5562,77.2249,2023-10-03 12:44:00,12,1,10,shared,2,3.39,25.1,0,0
DLF Mall of India,28.5671,77.3263,NSIT,28.6091,77.0378,2023-08-22 01:57:00,1,1,8,private,1,28.55,55.8,0,0
Cyber Hub,28.4946,77.0893,Shiv Nadar University,28.5266,77.5757,2023-05-12 02:55:00,2,4,5,private,1,47.66,90.7,0,0
Greater Kailash,28.5562,77.2249,IMS Ghaziabad,28.67,77.4382,2023-09-21 11:39:00,11,3,9,private,1,24.36,74.3,0,0
Greater Kailash,28.5562,77.2249,Lotus Temple,28.5535,77.2588,2023-06-06 08:59:00,8,1,6,shared,3,3.32,30.0,0,1
NSIT,28.6091,77.0378,IMS Ghaziabad,28.67,77.4382,2023-03-16 10:15:00,10,3,3,shared,2,39.66,141.6,0,0
Select Citywalk,28.5289,77.2195,Akshardham Temple,28.6127,77.2773,2023-10-21 13:53:00,13,5,10,private,1,10.89,31.5,1,0
India Gate,28.6129,77.2295,Shiv Nadar University,28.5266,77.5757,2023-11-13 02:53:00,2,0,11,private,1,35.14,95.1,0,0
Connaught Place,28.6315,77.2167,Red Fort,28.6562,77.241,2023-08-10 09:06:00,9,3,8,private,1,3.63,29.8,0,1
IMS Ghaziabad,28.67,77.4382,Connaught Place,28.6315,77.2167,2023-12-21 20:41:00,20,3,12,private,1,22.03,68.8,0,0
Galgotias University,28.4507,77.4908,KIET Group of Institutions,28.753,77.4973,2023-09-13 19:59:00,19,2,9,shared,1,33.62,139.2,0,1
Cyber Hub,28.4946,77.0893,Noida International University,28.3965,77.5007,2023-07-24 10:39:00,10,0,7,private,1,41.68,152.0,0,0
Hindu College of Engineering,28.6764,77.5043,IIT Delhi,28.5456,77.1924,2023-09-23 02:20:00,2,5,9,shared,1,33.74,88.4,1,0
Akshardham Temple,28.6127,77.2773,NSIT,28.6091,77.0378,2023-07-25 22:39:00,22,1,7,private,1,23.38,60.8,0,0
Galgotias University,28.4507,77.4908,Noida International University,28.3965,77.5007,2023-08-15 21:30:00,21,1,8,shared,4,6.1,27.0,0,0
India Gate,28.6129,77.2295,Cyber Hub,28.4946,77.0893,2023-09-07 20:49:00,20,3,9,shared,1,18.99,48.7,0,0
Qutub Minar,28.5245,77.1855,Amity University,28.5445,77.3325,2023-05-25 18:14:00,18,3,5,shared,3,14.53,63.9,0,1
DTU,28.7495,77.1184,JNU,28.5399,77.1674,2023-09-16 15:47:00,15,5,9,shared,3,23.79,62.9,1,0
ABES Engineering College,28.6324,77.449,DTU,28.7495,77.1184,2023-11-17 20:24:00,20,4,11,shared,3,34.78,107.9,0,0
KIET Group of Institutions,28.753,77.4973,DLF Mall of India,28.5671,77.3263,2023-06-21 09:31:00,9,2,6,private,1,26.56,107.9,0,1
Delhi University,28.6891,77.2087,IIT Delhi,28.5456,77.1924,2023-02-11 22:01:00,22,5,2,shared,1,16.04,45.2,1,0
Noida International University,28.3965,77.5007,Jaypee Institute,28.5244,77.3656,2023-05-02 15:56:00,15,1,5,private,1,19.41,57.0,0,0
Noida International University,28.3965,77.5007,India Gate,28.6129,77.2295,2023-11-25 13:26:00,13,5,11,private,1,35.79,108.7,1,0
Red Fort,28.6562,77.241,Jaypee Institute,28.5244,77.3656,2023-02-18 06:33:00,6,5,2,shared,3,19.05,39.5,1,0
NSIT,28.6091,77.0378,Qutub Minar,28.5245,77.1855,2023-01-03 15:13:00,15,1,1,private,1,17.22,66.1,0,0
Qutub Minar,28.5245,77.1855,IMS Ghaziabad,28.67,77.4382,2023-04-19 18:41:00,18,2,4,private,1,29.5,135.6,0,1
NSIT,28.6091,77.0378,DTU,28.7495,77.1184,2023-03-18 17:59:00,17,5,3,private,1,17.48,68.1,1,1
DTU,28.7495,77.1184,IIT Delhi,28.5456,77.1924,2023-06-02 16:39:00,16,4,6,private,1,23.79,64.3,0,0
India Gate,28.6129,77.2295,Hindu College of Engineering,28.6764,77.5043,2023-08-27 03:38:00,3,6,8,private,1,27.73,57.9,1,0
Connaught Place,28.6315,77.2167,Cyber Hub,28.4946,77.0893,2023-11-20 01:10:00,1,0,11,shared,1,19.66,40.3,0,0
Connaught Place,28.6315,77.2167,IIT Delhi,28.5456,77.1924,2023-12-19 01:54:00,1,1,12,shared,1,9.84,28.4,0,0
Jaypee Institute,28.5244,77.3656,Hindu College of Engineering,28.6764,77.5043,2023-12-11 04:17:00,4,0,12,private,1,21.66,45.1,0,0
Cyber Hub,28.4946,77.0893,Noida International University,28.3965,77.5007,2023-01-03 00:08:00,0,1,1,private,1,41.68,112.1,0,0
Shiv Nadar University,28.5266,77.5757,Qutub Minar,28.5245,77.1855,2023-06-06 11:54:00,11,1,6,shared,2,38.12,127.9,0,0
Jaypee Institute,28.5244,77.3656,ITS Engineering College,28.6763,77.3823,2023-12-25 22:44:00,22,0,12,private,1,16.97,36.2,0,0
Jaypee Institute,28.5244,77.3656,DTU,28.7495,77.1184,2023-02-14 09:05:00,9,1,2,shared,1,34.76,135.9,0,1
Akshardham Temple,28.6127,77.2773,Delhi University,28.6891,77.2087,2023-08-17 10:50:00,10,3,8,private,1,10.82,35.1,0,0
IIT Delhi,28.5456,77.1924,Connaught Place,28.6315,77.2167,2023-01-18 17:50:00,17,2,1,private,1,9.84,76.5,0,1
KIET Group of Institutions,28.753,77.4973,Jaypee Institute,28.5244,77.3656,2023-11-27 20:16:00,20,0,11,private,1,28.48,84.3,0,0
Shiv Nadar University,28.5266,77.5757,Akshardham Temple,28.6127,77.2773,2023-06-21 10:06:00,10,2,6,private,1,30.67,104.7,0,0
NSIT,28.6091,77.0378,Connaught Place,28.6315,77.2167,2023-12-21 17:06:00,17,3,12,shared,3,17.64,106.4,0,1
Cyber Hub,28.4946,77.0893,DTU,28.7495,77.1184,2023-03-09 16:49:00,16,3,3,private,1,28.49,103.4,0,0
Amity University,28.5445,77.3325,Delhi University,28.6891,77.2087,2023-07-16 04:03:00,4,6,7,shared,4,20.11,40.2,1,0
IIT Delhi,28.5456,77.1924,IMS Ghaziabad,28.67,77.4382,2023-02-05 10:46:00,10,6,2,private,1,27.7,81.1,1,0
Shiv Nadar University,28.5266,77.5757,DLF Mall of India,28.5671,77.3263,2023-11-30 18:00:00,18,3,11,private,1,24.77,93.1,0,1
Akshardham Temple,28.6127,77.2773,DTU,28.7495,77.1184,2023-12-05 13:54:00,13,1,12,private,1,21.72,74.3,0,0
Noida International University,28.3965,77.5007,India Gate,28.6129,77.2295,2023-03-31 13:28:00,13,4,3,shared,1,35.79,116.7,0,0
Galgotias University,28.4507,77.4908,IMS Ghaziabad,28.67,77.4382,2023-12-17 03:44:00,3,6,12,shared,1,24.92,53.0,1,0
Noida International University,28.3965,77.5007,Qutub Minar,28.5245,77.1855,2023-12-13 23:09:00,23,2,12,shared,3,33.94,63.5,0,0
IMS Ghaziabad,28.67,77.4382,Galgotias University,28.4507,77.4908,2023-06-08 10:06:00,10,3,6,shared,3,24.92,95.5,0,0
DTU,28.7495,77.1184,Hindu College of Engineering,28.6764,77.5043,2023-12-06 17:44:00,17,2,12,private,1,38.5,202.1,0,1
Amity University,28.5445,77.3325,Cyber Hub,28.4946,77.0893,2023-12-23 16:08:00,16,5,12,shared,4,24.4,70.7,1,0
Cyber Hub,28.4946,77.0893,Select Citywalk,28.5289,77.2195,2023-07-22 05:43:00,5,5,7,shared,3,13.28,35.4,1,0
Jaypee Institute,28.5244,77.3656,Noida International University,28.3965,77.5007,2023-11-14 05:06:00,5,1,11,shared,1,19.41,52.4,0,0
KIET Group of Institutions,28.753,77.4973,Akshardham Temple,28.6127,77.2773,2023-06-08 06:15:00,6,3,6,shared,2,26.53,74.9,0,0
Cyber Hub,28.4946,77.0893,Connaught Place,28.6315,77.2167,2023-10-16 06:00:00,6,0,10,shared,2,19.66,39.3,0,0
Qutub Minar,28.5245,77.1855,Galgotias University,28.4507,77.4908,2023-04-01 13:02:00,13,5,4,shared,4,30.95,79.8,1,0
NSIT,28.6091,77.0378,India Gate,28.6129,77.2295,2023-11-15 09:55:00,9,2,11,private,1,18.72,87.5,0,1
Delhi University,28.6891,77.2087,Lotus Temple,28.5535,77.2588,2023-06-04 11:06:00,11,6,6,shared,4,15.85,62.4,1,0
Red Fort,28.6562,77.241,Amity University,28.5445,77.3325,2023-06-25 01:23:00,1,6,6,private,1,15.3,30.2,1,0
DTU,28.7495,77.1184,DLF Mall of India,28.5671,77.3263,2023-01-02 22:20:00,22,0,1,private,1,28.69,71.7,0,0
DTU,28.7495,77.1184,ABES Engineering College,28.6324,77.449,2023-02-08 14:01:00,14,2,2,private,1,34.78,116.7,0,0
Cyber Hub,28.4946,77.0893,Select Citywalk,28.5289,77.2195,2023-08-07 09:24:00,9,0,8,private,1,13.28,73.3,0,1
Galgotias University,28.4507,77.4908,NSIT,28.6091,77.0378,2023-01-20 08:01:00,8,4,1,private,1,47.63,189.8,0,1
KIET Group of Institutions,28.753,77.4973,IIT Delhi,28.5456,77.1924,2023-03-04 21:12:00,21,5,3,private,1,37.64,71.2,1,0
India Gate,28.6129,77.2295,Qutub Minar,28.5245,77.1855,2023-12-12 23:45:00,23,1,12,private,1,10.73,27.5,0,0
Red Fort,28.6562,77.241,Amity University,28.5445,77.3325,2023-06-11 20:20:00,20,6,6,shared,4,15.3,30.4,1,0
Red Fort,28.6562,77.241,IIT Delhi,28.5456,77.1924,2023-03-25 20:20:00,20,5,3,private,1,13.18,28.1,1,0
Cyber Hub,28.4946,77.0893,India Gate,28.6129,77.2295,2023-07-09 03:12:00,3,6,7,shared,4,18.99,43.9,1,0
IMS Ghaziabad,28.67,77.4382,Shiv Nadar University,28.5266,77.5757,2023-01-08 21:14:00,21,6,1,private,1,20.84,40.5,1,0
Shiv Nadar University,28.5266,77.5757,Akshardham Temple,28.6127,77.2773,2023-09-07 01:20:00,1,3,9,shared,3,30.67,78.3,0,0
ABES Engineering College,28.6324,77.449,Hindu College of Engineering,28.6764,77.5043,2023-12-18 02:52:00,2,0,12,private,1,7.28,19.1,0,0
Akshardham Temple,28.6127,77.2773,NSIT,28.6091,77.0378,2023-02-21 02:40:00,2,1,2,private,1,23.38,59.0,0,0
KIET Group of Institutions,28.753,77.4973,Greater Kailash,28.5562,77.2249,2023-09-23 13:12:00,13,5,9,private,1,34.43,82.5,1,0
IMS Ghaziabad,28.67,77.4382,Noida International University,28.3965,77.5007,2023-08-28 18:46:00,18,0,8,shared,3,31.02,121.8,0,1
Red Fort,28.6562,77.241,IMS Ghaziabad,28.67,77.4382,2023-07-08 21:31:00,21,5,7,private,1,19.3,50.7,1,0
Hindu College of Engineering,28.6764,77.5043,Jaypee Institute,28.5244,77.3656,2023-12-06 02:28:00,2,2,12,private,1,21.66,43.8,0,0
India Gate,28.6129,77.2295,Jaypee Institute,28.5244,77.3656,2023-08-14 23:36:00,23,0,8,private,1,16.54,44.1,0,0
KIET Group of Institutions,28.753,77.4973,Greater Kailash,28.5562,77.2249,2023-10-06 12:59:00,12,4,10,shared,2,34.43,85.2,0,0
Red Fort,28.6562,77.241,Shiv Nadar University,28.5266,77.5757,2023-01-08 04:02:00,4,6,1,private,1,35.71,87.9,1,0
Jaypee Institute,28.5244,77.3656,Select Citywalk,28.5289,77.2195,2023-01-23 02:03:00,2,0,1,shared,1,14.28,42.6,0,0
Amity University,28.5445,77.3325,Noida International University,28.3965,77.5007,2023-04-02 13:06:00,13,6,4,private,1,23.26,57.9,1,0
NSIT,28.6091,77.0378,Lotus Temple,28.5535,77.2588,2023-08-19 12:48:00,12,5,8,private,1,22.45,61.2,1,0
JNU,28.5399,77.1674,Amity University,28.5445,77.3325,2023-08-21 10:13:00,10,0,8,private,1,16.14,57.9,0,0
Delhi University,28.6891,77.2087,Select Citywalk,28.5289,77.2195,2023-04-10 19:47:00,19,0,4,private,1,17.84,102.0,0,1
NSIT,28.6091,77.0378,KIET Group of Institutions,28.753,77.4973,2023-12-01 01:57:00,1,4,12,shared,4,47.6,93.7,0,0
NSIT,28.6091,77.0378,Akshardham Temple,28.6127,77.2773,2023-12-20 09:04:00,9,2,12,shared,1,23.38,126.1,0,1
ITS Engineering College,28.6763,77.3823,Delhi University,28.6891,77.2087,2023-03-23 04:05:00,4,3,3,private,1,16.99,43.6,0,0
Noida International University,28.3965,77.5007,Delhi University,28.6891,77.2087,2023-07-11 12:25:00,12,1,7,shared,3,43.27,152.0,0,0
Red Fort,28.6562,77.241,JNU,28.5399,77.1674,2023-09-30 05:35:00,5,5,9,private,1,14.79,36.8,1,0
Akshardham Temple,28.6127,77.2773,Amity University,28.5445,77.3325,2023-02-09 09:26:00,9,3,2,shared,1,9.3,49.2,0,1
Greater Kailash,28.5562,77.2249,DLF Mall of India,28.5671,77.3263,2023-04-19 01:30:00,1,2,4,shared,3,9.98,26.4,0,0
India Gate,28.6129,77.2295,NSIT,28.6091,77.0378,2023-04-14 23:28:00,23,4,4,shared,3,18.72,35.7,0,0
Connaught Place,28.6315,77.2167,IIT Delhi,28.5456,77.1924,2023-02-16 04:52:00,4,3,2,private,1,9.84,27.5,0,0
DLF Mall of India,28.5671,77.3263,ITS Engineering College,28.6763,77.3823,2023-12-29 21:43:00,21,4,12,shared,3,13.32,35.5,0,0
Connaught Place,28.6315,77.2167,IMS Ghaziabad,28.67,77.4382,2023-04-14 20:38:00,20,4,4,shared,1,22.03,71.1,0,0
India Gate,28.6129,77.2295,Lotus Temple,28.5535,77.2588,2023-10-28 09:15:00,9,5,10,shared,1,7.2,19.1,1,1
JNU,28.5399,77.1674,Lotus Temple,28.5535,77.2588,2023-10-05 06:02:00,6,3,10,shared,4,9.05,24.9,0,0
Connaught Place,28.6315,77.2167,Qutub Minar,28.5245,77.1855,2023-08-06 00:00:00,0,6,8,shared,4,12.28,29.4,1,0
NSIT,28.6091,77.0378,ABES Engineering College,28.6324,77.449,2023-01-20 05:46:00,5,4,1,shared,2,40.22,78.7,0,0
Greater Kailash,28.5562,77.2249,NSIT,28.6091,77.0378,2023-05-13 00:34:00,0,5,5,private,1,19.19,39.7,1,0
Greater Kailash,28.5562,77.2249,Connaught Place,28.6315,77.2167,2023-04-26 20:55:00,20,2,4,shared,1,8.41,30.3,0,0
India Gate,28.6129,77.2295,Galgotias University,28.4507,77.4908,2023-09-24 05:51:00,5,6,9,shared,2,31.26,86.9,1,0
IMS Ghaziabad,28.67,77.4382,Noida International University,28.3965,77.5007,2023-08-28 00:32:00,0,0,8,private,1,31.02,62.7,0,0
Greater Kailash,28.5562,77.2249,Cyber Hub,28.4946,77.0893,2023-01-16 17:07:00,17,0,1,private,1,14.91,82.9,0,1
Connaught Place,28.6315,77.2167,Hindu College of Engineering,28.6764,77.5043,2023-09-11 23:19:00,23,0,9,shared,4,28.5,53.2,0,0
Red Fort,28.6562,77.241,JNU,28.5399,77.1674,2023-01-14 05:05:00,5,5,1,private,1,14.79,36.7,1,0
Noida International University,28.3965,77.5007,Akshardham Temple,28.6127,77.2773,2023-06-18 17:25:00,17,6,6,private,1,32.47,121.1,1,1
IIT Delhi,28.5456,77.1924,IMS Ghaziabad,28.67,77.4382,2023-10-07 08:51:00,8,5,10,private,1,27.7,53.9,1,1
Delhi University,28.6891,77.2087,KIET Group of Institutions,28.753,77.4973,2023-08-03 12:25:00,12,3,8,shared,4,29.03,78.7,0,0
Red Fort,28.6562,77.241,Akshardham Temple,28.6127,77.2773,2023-12-16 18:47:00,18,5,12,private,1,6.0,24.4,1,1
Select Citywalk,28.5289,77.2195,Amity University,28.5445,77.3325,2023-07-15 15:00:00,15,5,7,shared,1,11.17,40.8,1,0
Hindu College of Engineering,28.6764,77.5043,Connaught Place,28.6315,77.2167,2023-05-04 02:46:00,2,3,5,private,1,28.5,75.0,0,0
DLF Mall of India,28.5671,77.3263,ABES Engineering College,28.6324,77.449,2023-07-16 11:38:00,11,6,7,shared,3,14.01,53.3,1,0
Hindu College of Engineering,28.6764,77.5043,IMS Ghaziabad,28.67,77.4382,2023-04-18 20:36:00,20,1,4,private,1,6.49,25.0,0,0
NSIT,28.6091,77.0378,ABES Engineering College,28.6324,77.449,2023-08-08 02:52:00,2,1,8,private,1,40.22,82.3,0,0
